Catalog Number,Barcode,Catalog,Class,Order,Family,Scientific Name,Type Status,Type Citation,Other Identifications,Sex and Stage,Preparation,Bioregion,Distribution,Country,Province/State,District/County,Precise Locality,Elevation (m),Centroid Latitude,Centroid Longitude,Field Number,Collector(s),Collecting Date,Specimen Count,Record Status,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
399171 .001,USNMENT00399171.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",Syntype,"Baker, A. C. 1920. Anuraphis longicauda, a new aphid injurious to plum trees. Proceedings of the Biological Society of Washington. 33: 93-96.","Aphis longicauda (Baker, 1920)",Adult Female; Wings Apterous,Slide section,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:39,http://n2t.net/ark:/65665/319468fb3-76ba-44c3-9bc1-b71c54225af0
399172 .001,USNMENT00399172.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",Syntype,"Baker, A. C. 1920. Anuraphis longicauda, a new aphid injurious to plum trees. Proceedings of the Biological Society of Washington. 33: 93-96.","Aphis longicauda (Baker, 1920)",Adult Female; Wings Apterous,Slide section,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:33,http://n2t.net/ark:/65665/3cfca1015-dccc-4cee-b659-607b8373cca3
399173 .001,USNMENT00399173.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",Syntype,"Baker, A. C. 1920. Anuraphis longicauda, a new aphid injurious to plum trees. Proceedings of the Biological Society of Washington. 33: 93-96.","Aphis longicauda (Baker, 1920)",Adult Female; Wings Apterous,Slide section,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:39,http://n2t.net/ark:/65665/397975dda-ffab-4251-980c-549f71f1cc25
399174 .001,USNMENT00399174.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",Syntype,"Baker, A. C. 1920. Anuraphis longicauda, a new aphid injurious to plum trees. Proceedings of the Biological Society of Washington. 33: 93-96.","Aphis longicauda (Baker, 1920)",Adult Female; Wings Apterous,Slide section,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:33,http://n2t.net/ark:/65665/38dd383f0-6933-439f-9bf7-fc0ec11b149d
399174 .002,USNMENT00399174.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",Syntype,"Baker, A. C. 1920. Anuraphis longicauda, a new aphid injurious to plum trees. Proceedings of the Biological Society of Washington. 33: 93-96.","Aphis longicauda (Baker, 1920)",Adult Female; Wings Apterous,Slide section,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:39,http://n2t.net/ark:/65665/333ad1d6a-91f0-4339-872d-6c4bcf823a4c
399174 .003,USNMENT00399174.003,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",,,,Ultimate instar Female; Wings Aptera,Slide section,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,2,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:27,http://n2t.net/ark:/65665/3807dcbc5-85ee-43b2-81cc-e0c717a58ca4
399174 .004,USNMENT00399174.004,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",,,,Immature Female,Slide,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,12,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,8/11/2017 19:25,http://n2t.net/ark:/65665/3ecb68e8d-fd1f-4209-abc0-788db8bed35b
399175 .001,USNMENT00399175.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",,,,Ultimate instar Female; Wings Alatoid,Slide section,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,3,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:27,http://n2t.net/ark:/65665/38547b7e8-5b69-4d85-a6a9-7c0f4f51af21
399175 .002,USNMENT00399175.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",Syntype,"Baker, A. C. 1920. Anuraphis longicauda, a new aphid injurious to plum trees. Proceedings of the Biological Society of Washington. 33: 93-96.","Aphis longicauda (Baker, 1920)",Adult Female; Wings Alate,Slide section,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,3,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:33,http://n2t.net/ark:/65665/3af8e9032-e5cf-4d0f-ad98-874766194741
399175 .003,USNMENT00399175.003,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",Syntype,"Baker, A. C. 1920. Anuraphis longicauda, a new aphid injurious to plum trees. Proceedings of the Biological Society of Washington. 33: 93-96.","Aphis longicauda (Baker, 1920)",Adult Female; Wings Alate,Slide section,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,3,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:39,http://n2t.net/ark:/65665/3c4a1e05e-5224-45db-9c3e-5f81e8ba7444
399176 .001,USNMENT00399176.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",Syntype,"Baker, A. C. 1920. Anuraphis longicauda, a new aphid injurious to plum trees. Proceedings of the Biological Society of Washington. 33: 93-96.","Aphis longicauda (Baker, 1920)",Adult Female; Wings Apterous,Slide section,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:33,http://n2t.net/ark:/65665/3fc40c83d-5c0a-4429-8f36-9b7f3e8bccf3
399177,USNMENT00399177,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minima Tissot, 1933",,,,,Slide,,,United States,Florida,Alachua,Gainesville,,29.6514,-82.325,,"Tissot, A. N.",6-Jun-30,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/32f44b681-3ebc-464f-b2ed-24c75b90f938
399177 .001,399177.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minima Tissot, 1933",Paratype,"Tissot, A. N. 1933. Five new species of Anuraphis and Aphis. Florida Entomologist. 16: 49-62.","Aphis minima (Tissot, 1933)",Adult Female; Wings Apterous,Slide section,,,United States,Florida,Alachua,Gainesville,,29.6514,-82.325,,"Tissot, A. N.",6-Jun-30,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 17:03,http://n2t.net/ark:/65665/3f300804a-aec5-4343-8025-bf1ec25a4f4b
399177 .002,USNMENT00399177.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minima Tissot, 1933",Holotype,"Tissot, A. N. 1933. Five new species of Anuraphis and Aphis. Florida Entomologist. 16: 49-62.","Aphis minima (Tissot, 1933)",Adult Female; Wings Apterous,Slide section,,,United States,Florida,Alachua,Gainesville,,29.6514,-82.325,,"Tissot, A. N.",6-Jun-30,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/39b02b697-6f8b-453a-9163-a1b7c7edd34a
399177 .003,399177.003,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minima Tissot, 1933",Paratype,"Tissot, A. N. 1933. Five new species of Anuraphis and Aphis. Florida Entomologist. 16: 49-62.","Aphis minima (Tissot, 1933)",Adult Female; Wings Apterous,Slide section,,,United States,Florida,Alachua,Gainesville,,29.6514,-82.325,,"Tissot, A. N.",6-Jun-30,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 17:03,http://n2t.net/ark:/65665/31daab2a5-9cd6-4a08-9d97-701096c2bf44
399177 .004,USNMENT00399177.004,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minima Tissot, 1933",,,,Immature,Slide section,,,United States,Florida,Alachua,Gainesville,,29.6514,-82.325,,"Tissot, A. N.",6-Jun-30,20,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:10,http://n2t.net/ark:/65665/3a83338d6-3bbd-4bd3-9388-a924804c706f
399178,USNMENT00399178,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minutissima Gillette & Palmer, 1928",,,,,Slide,,,United States,Colorado,Denver,Denver,,39.7392,-104.984,,"Bragg, L. C.",9-Oct-18,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/300b70e70-4ae3-44a4-9e45-28ee6411bc3b
399179,USNMENT00399179,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minutissima Gillette & Palmer, 1928",,,,,Slide,,,United States,Colorado,Denver,Denver,,39.7392,-104.984,,"Bragg, L. C.",9-Oct-18,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/3ea266b3d-43be-471d-b138-94421e5442f9
399178 .001,USNMENT00399178.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minutissima Gillette & Palmer, 1928",Syntype,"Gillette, C. P. & Palmer, M. A. 1928. Notes on Colorado Aphididae. Annals of the Entomological Society of America. 21: 1-24.","Zyxaphis minutissima (Gillette & Palmer, 1928); Aphis (Zyxaphis) minutissima (Gillette & Palmer, 1928)",Adult Female; Wings Alate,Slide section,,,United States,Colorado,Denver,Denver,,39.7392,-104.984,,"Bragg, L. C.",9-Oct-18,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/3368e8967-7e0e-4166-b51b-4a8db0143010
399178 .002,USNMENT00399178.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minutissima Gillette & Palmer, 1928",Syntype,"Gillette, C. P. & Palmer, M. A. 1928. Notes on Colorado Aphididae. Annals of the Entomological Society of America. 21: 1-24.","Zyxaphis minutissima (Gillette & Palmer, 1928); Aphis (Zyxaphis) minutissima (Gillette & Palmer, 1928)",Adult Female; Wings Alate,Slide section,,,United States,Colorado,Denver,Denver,,39.7392,-104.984,,"Bragg, L. C.",9-Oct-18,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/361423eb2-7628-4a9d-a6b6-375963bf6b32
399178 .003,USNMENT00399178.003,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minutissima Gillette & Palmer, 1928",Syntype,"Gillette, C. P. & Palmer, M. A. 1928. Notes on Colorado Aphididae. Annals of the Entomological Society of America. 21: 1-24.","Zyxaphis minutissima (Gillette & Palmer, 1928); Aphis (Zyxaphis) minutissima (Gillette & Palmer, 1928)",Adult Female; Wings Alate,Slide section,,,United States,Colorado,Denver,Denver,,39.7392,-104.984,,"Bragg, L. C.",9-Oct-18,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/312434670-7148-470e-868d-51ab4456a449
399179 .001,USNMENT00399179.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minutissima Gillette & Palmer, 1928",Syntype,"Gillette, C. P. & Palmer, M. A. 1928. Notes on Colorado Aphididae. Annals of the Entomological Society of America. 21: 1-24.","Zyxaphis minutissima (Gillette & Palmer, 1928); Aphis (Zyxaphis) minutissima (Gillette & Palmer, 1928)",Adult Female; Wings Apterous,Slide section,,,United States,Colorado,Denver,Denver,,39.7392,-104.984,,"Bragg, L. C.",9-Oct-18,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/3680daec5-c914-4da3-90cb-eca82e54da49
399179 .002,USNMENT00399179.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minutissima Gillette & Palmer, 1928",Syntype,"Gillette, C. P. & Palmer, M. A. 1928. Notes on Colorado Aphididae. Annals of the Entomological Society of America. 21: 1-24.","Zyxaphis minutissima (Gillette & Palmer, 1928); Aphis (Zyxaphis) minutissima (Gillette & Palmer, 1928)",Adult Female; Wings Apterous,Slide section,,,United States,Colorado,Denver,Denver,,39.7392,-104.984,,"Bragg, L. C.",9-Oct-18,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/383aebd73-c436-44c0-9330-44882b2a09c8
399179 .003,USNMENT00399179.003,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minutissima Gillette & Palmer, 1928",Syntype,"Gillette, C. P. & Palmer, M. A. 1929. New Colorado Aphididae. Annals of the Entomological Society of America. 22: 1-32.","Aphis (Zyxaphis) minutissima (Gillette & Palmer, 1928); Zyxaphis minutissima (Gillette & Palmer, 1928)",Adult Male; Wings Alate,Slide section,,,United States,Colorado,Denver,Denver,,39.7392,-104.984,,"Bragg, L. C.",9-Oct-18,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 20:55,http://n2t.net/ark:/65665/317fcced8-eb1f-413d-828b-ba32d16e9452
399179 .004,USNMENT00399179.004,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis minutissima Gillette & Palmer, 1928",Syntype,"Gillette, C. P. & Palmer, M. A. 1928. Notes on Colorado Aphididae. Annals of the Entomological Society of America. 21: 1-24.","Zyxaphis minutissima (Gillette & Palmer, 1928); Aphis (Zyxaphis) minutissima (Gillette & Palmer, 1928)",Unknown,Slide section,,,United States,Colorado,Denver,Denver,,39.7392,-104.984,,"Bragg, L. C.",9-Oct-18,11,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/33e082e0c-7615-4269-9c8e-ffe6c3e85df8
399180,USNMENT00399180,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis ornata Gillette & Palmer, 1929",,,,,Slide,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/3eb860c4b-29fa-4b92-a906-892bff422257
399181,USNMENT00399181,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis ornata Gillette & Palmer, 1929",,,,,Slide,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/31f8433a4-1fb2-4175-9c1e-ddf80bb53eda
399182,USNMENT00399182,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis ornata Gillette & Palmer, 1929",,,,,Slide,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/371dc94ff-a9c1-4888-b646-6ab51564df99
399183,USNMENT00399183,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis ornata Gillette & Palmer, 1929",,,,,Slide,,,United States,Colorado,Larimer,Laporte,,40.6264,-105.137,,"Bragg, L. C.",8-Nov-16,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/317655668-a3fb-451e-95e0-b92bb4eb40f6
399180 .001,USNMENT00399180.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis ornata Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1929. New Colorado Aphididae. Annals of the Entomological Society of America. 22: 1-32.","Aphis ornata (Gillette & Palmer, 1929)",Adult Male; Wings Apterous,Slide section,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/3e2fbf889-5423-4bad-ad12-8d275a076f7e
399180 .002,USNMENT00399180.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis ornata Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1928. Notes on Colorado Aphididae. Annals of the Entomological Society of America. 21: 1-24.","Aphis ornata (Gillette & Palmer, 1929)",Unknown,Slide section,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,9,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/314f22bb6-8a2a-4414-9d75-314261b29865
399181 .001,USNMENT00399181.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis ornata Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1928. Notes on Colorado Aphididae. Annals of the Entomological Society of America. 21: 1-24.","Aphis ornata (Gillette & Palmer, 1929)",Adult Female; Wings Alate,Slide section,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/3bddfe904-8c69-4b5f-964e-bc01332f82d2
399181 .002,USNMENT00399181.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis ornata Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1928. Notes on Colorado Aphididae. Annals of the Entomological Society of America. 21: 1-24.","Aphis ornata (Gillette & Palmer, 1929)",Adult Female; Wings Alate,Slide section,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/363865688-dcd2-41f7-8261-aa69f40b93ea
399181 .003,USNMENT00399181.003,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis ornata Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1928. Notes on Colorado Aphididae. Annals of the Entomological Society of America. 21: 1-24.","Aphis ornata (Gillette & Palmer, 1929)",Adult Female; Wings Alate,Slide section,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/3770e3462-618e-4244-beca-8fb14c0d5dfc
399182 .001,USNMENT00399182.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis ornata Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1928. Notes on Colorado Aphididae. Annals of the Entomological Society of America. 21: 1-24.","Aphis ornata (Gillette & Palmer, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/388a31e49-00dc-469b-9115-8fc8a7916b19
399182 .002,USNMENT00399182.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis ornata Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1928. Notes on Colorado Aphididae. Annals of the Entomological Society of America. 21: 1-24.","Aphis ornata (Gillette & Palmer, 1929)",Unknown,Slide section,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,4,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/327d7000d-2e9f-4223-8c61-8ce91cc9f944
399183 .001,USNMENT00399183.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis ornata Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1928. Notes on Colorado Aphididae. Annals of the Entomological Society of America. 21: 1-24.","Aphis ornata (Gillette & Palmer, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Colorado,Larimer,Laporte,,40.6264,-105.137,,"Bragg, L. C.",8-Nov-16,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/3bd182cb9-e30c-4bb0-bb05-83f491ee3f1b
399184,USNMENT00399184,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis senecioradicis Gillette & Palmer, 1929",,,,,Slide,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/3ea293b31-d4e6-41d1-b4b0-75ca0b51f219
399185,USNMENT00399185,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis senecioradicis Gillette & Palmer, 1929",,,,,Slide,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/3c6cf12be-6d6f-46f7-b4c4-1de55fa44069
399186,USNMENT00399186,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis senecioradicis Gillette & Palmer, 1929",,,,,Slide,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/306ff1d1a-2de4-45d6-9b66-483305ef0514
399184 .001,USNMENT00399184.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis senecioradicis Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1929. New Colorado Aphididae. Annals of the Entomological Society of America. 22: 1-32.",Aphis senecioradicis 1929,Adult Male; Wings Apterous,Slide section,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/33b374570-c80a-4331-8285-c9867dd99772
399184 .002,USNMENT00399184.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis senecioradicis Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1929. New Colorado Aphididae. Annals of the Entomological Society of America. 22: 1-32.",Aphis senecioradicis 1929,Unknown,Slide section,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,8,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/3159d3ba4-8142-468e-b383-0256490ed415
399185 .001,USNMENT00399185.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis senecioradicis Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1929. New Colorado Aphididae. Annals of the Entomological Society of America. 22: 1-32.",Aphis senecioradicis 1929,Adult Female; Wings Apterous,Slide section,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/3e524300b-85bf-4be3-8ada-9abfdf18af30
399185 .002,USNMENT00399185.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis senecioradicis Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1929. New Colorado Aphididae. Annals of the Entomological Society of America. 22: 1-32.",Aphis senecioradicis 1929,Unknown,Slide section,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,15,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/3d5b967d1-96f5-49c9-9ccb-7d37a375b21b
399186 .001,USNMENT00399186.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis senecioradicis Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1929. New Colorado Aphididae. Annals of the Entomological Society of America. 22: 1-32.",Aphis senecioradicis 1929,Adult Female; Wings Alate,Slide section,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Bragg, L. C.",,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/31474def6-5444-4a48-b383-f27a147600a7
